0	4.436771	3.402823E+38	4.213006	8.238727	12.6014	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	21.38526	3.402823E+38	17.34752	13.05929	3.402823E+38	3.402823E+38	9.108846	4.879882	7.61609	3.402823E+38	14.83372	3.402823E+38	3.402823E+38	3.402823E+38	11.75859	3.402823E+38	3.402823E+38	15.93738	7.305303	3.402823E+38	10.88356	3.402823E+38	3.402823E+38	10.74148	14.26928	3.402823E+38	
4.436771	0	4.088656	3.402823E+38	4.040784	3.402823E+38	3.402823E+38	4.3197	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	21.69557	3.402823E+38	3.402823E+38	3.402823E+38	13.47215	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	11.90945	11.75859	15.7956	16.04148	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	
3.402823E+38	4.088656	0	4.290504	7.004229	3.402823E+38	8.238728	4.118541	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	17.34752	3.402823E+38	3.402823E+38	3.402823E+38	9.108845	13.34526	3.402823E+38	3.402823E+38	14.83372	3.402823E+38	7.934736	7.775741	11.75859	12.00106	7.67734	3.818775	7.305303	3.402823E+38	15.88695	11.69629	3.402823E+38	3.402823E+38	
4.213006	3.402823E+38	4.290504	0	3.402823E+38	3.402823E+38	12.47428	3.402823E+38	26.24986	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	17.92706	3.402823E+38	3.402823E+38	3.402823E+38	13.16457	3.402823E+38	3.402823E+38	4.990008	4.966193	3.402823E+38	11.16362	3.402823E+38	3.402823E+38	3.402823E+38	7.617592	9.673953	3.402823E+38	3.402823E+38	3.845088	2.912343	6.723009	3.402823E+38	11.78625	7.834486	10.73235	3.402823E+38	
8.238727	4.040784	7.004229	3.402823E+38	0	4.436772	3.402823E+38	4.213007	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	25.58623	21.28451	3.402823E+38	3.402823E+38	17.34752	13.05929	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	21.79993	3.402823E+38	14.83372	13.58694	17.65943	3.402823E+38	3.402823E+38	10.74148	14.26928	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	
12.6014	3.402823E+38	3.402823E+38	3.402823E+38	4.436772	0	4.088655	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	29.92742	3.402823E+38	3.402823E+38	3.402823E+38	21.69557	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	
3.402823E+38	3.402823E+38	8.238728	12.47428	3.402823E+38	4.088655	0	4.290504	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	25.58623	3.402823E+38	3.402823E+38	3.402823E+38	17.34752	3.402823E+38	3.402823E+38	18.04414	3.402823E+38	3.402823E+38	14.10254	11.18705	14.83372	3.402823E+38	15.88695	11.69629	13.88072	3.402823E+38	24.11643	19.86898	3.402823E+38	3.402823E+38	
3.402823E+38	4.3197	4.118541	3.402823E+38	4.213007	3.402823E+38	4.290504	0	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	13.16457	3.402823E+38	3.402823E+38	14.83472	18.16529	3.402823E+38	11.16362	9.43136	13.4823	3.402823E+38	11.78625	7.834486	10.73235	3.402823E+38	19.96998	15.81233	3.402823E+38	3.402823E+38	
3.402823E+38	3.402823E+38	3.402823E+38	26.24986	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	0	4.436771	3.402823E+38	4.213007	8.238728	12.6014	3.402823E+38	3.402823E+38	13.82903	3.402823E+38	13.51223	10.31424	3.402823E+38	3.402823E+38	21.30362	17.55918	17.37288	3.402823E+38	3.402823E+38	3.402823E+38	25.59541	29.97424	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	25.35938	3.402823E+38	14.5529	3.402823E+38	17.12238	12.91664	
3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	4.436771	0	4.088655	3.402823E+38	4.040785	3.402823E+38	3.402823E+38	4.319699	12.38841	3.402823E+38	10.32055	8.268766	17.30192	3.402823E+38	3.402823E+38	14.10958	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	21.04047	16.88485	10.99641	3.402823E+38	12.80675	8.702417	
3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	4.088655	0	4.290504	7.004229	3.402823E+38	8.238728	4.118541	16.44878	3.402823E+38	13.82903	12.28957	20.82146	3.402823E+38	3.402823E+38	17.28665	3.402823E+38	3.402823E+38	17.37288	13.12419	3.402823E+38	3.402823E+38	25.59541	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	3.402823E+38	14.17944	3.402823E+38	3.402823E+38	3.402823E+38	
